Time (S),State,Target Vel (R/S),Act Vel (R/S),Target Accel (R/S/S),Act Accel (R/S/S),Iq Current (A),Id Current (A),SMA Iq (A),Torque Set (nM),Act Torque (nM),Motor Encoder Count,Wheel Encoder Count,Hall Count,MPB Encoder Count,Faults (RAW),Spare1,Spare2,UUT Serial Number,Dataset Timestamp
275.342000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.100000,-0.200000,0.012500,0.000000,1.023618,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,3,275250,T1-MX-1111-222333,11/01/2017 11:11:01
275.468000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.100000,-0.200000,0.000000,0.000000,1.023868,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,4,275375,T1-MX-1111-222333,11/01/2017 11:11:01
275.592000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,1.012392,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,6,275500,T1-MX-1111-222333,11/01/2017 11:11:01
275.716000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.992156,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,4,275625,T1-MX-1111-222333,11/01/2017 11:11:01
275.841000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.997923,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,3,275750,T1-MX-1111-222333,11/01/2017 11:11:01
275.967000,0.000000,0.000000,0.000000,10.000000,10.000000,0.100000,0.100000,0.012500,0.000000,0.992366,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,3,275875,T1-MX-1111-222333,11/01/2017 11:11:01
276.095000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,1.008445,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,4,276000,T1-MX-1111-222333,11/01/2017 11:11:01
276.219000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.100000,-0.200000,-0.025000,0.000000,1.006164,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,8,276125,T1-MX-1111-222333,11/01/2017 11:11:01
276.342000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.012500,0.000000,0.989036,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,7,276250,T1-MX-1111-222333,11/01/2017 11:11:01
276.466000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.200000,0.000000,-0.025000,0.000000,0.983872,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,4,276375,T1-MX-1111-222333,11/01/2017 11:11:01
276.592000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.100000,0.100000,-0.037500,0.000000,0.966106,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,3,276500,T1-MX-1111-222333,11/01/2017 11:11:01
276.717000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.037500,0.000000,0.974012,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,3,276625,T1-MX-1111-222333,11/01/2017 11:11:01
276.843000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.037500,0.000000,0.952633,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,3,276750,T1-MX-1111-222333,11/01/2017 11:11:01
276.968000,0.000000,0.000000,0.000000,10.000000,10.000000,0.100000,-0.100000,-0.037500,0.000000,0.948982,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,6,276875,T1-MX-1111-222333,11/01/2017 11:11:01
277.092000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.300000,-0.037500,0.000000,0.962966,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,6,277000,T1-MX-1111-222333,11/01/2017 11:11:01
277.216000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.025000,0.000000,0.949916,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,4,277125,T1-MX-1111-222333,11/01/2017 11:11:01
277.341000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.100000,-0.200000,-0.037500,0.000000,0.938474,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,3,277250,T1-MX-1111-222333,11/01/2017 11:11:01
277.468000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.012500,0.000000,0.909260,-8735712.000000,0.000000,0.000000,-259803.000000,0.000000,3,277375,T1-MX-1111-222333,11/01/2017 11:11:01
277.593000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.926373,-8735712.000000,0.000000,0.000000,-259803.000000,0.000000,6,277500,T1-MX-1111-222333,11/01/2017 11:11:01
277.719000,0.000000,0.000000,0.000000,10.000000,10.000000,0.100000,-0.100000,0.012500,0.000000,0.937127,-8735712.000000,0.000000,0.000000,-259803.000000,0.000000,5,277625,T1-MX-1111-222333,11/01/2017 11:11:01
277.841000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,0.012500,0.000000,0.915103,-8735712.000000,0.000000,0.000000,-259803.000000,0.000000,6,277750,T1-MX-1111-222333,11/01/2017 11:11:01
277.966000,0.000000,0.000000,0.000000,10.000000,10.000000,0.100000,0.200000,0.012500,0.000000,0.909180,-8735712.000000,0.000000,0.000000,-259803.000000,0.000000,3,277875,T1-MX-1111-222333,11/01/2017 11:11:01
278.092000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,0.012500,0.000000,0.905847,-8735712.000000,0.000000,0.000000,-259803.000000,0.000000,3,278000,T1-MX-1111-222333,11/01/2017 11:11:01
278.218000,0.000000,0.000000,0.000000,10.000000,10.000000,0.300000,0.200000,0.050000,0.000000,0.923487,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,3,278125,T1-MX-1111-222333,11/01/2017 11:11:01
278.343000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,0.062500,0.000000,0.926579,-8735712.000000,0.000000,0.000000,-259803.000000,0.000000,6,278250,T1-MX-1111-222333,11/01/2017 11:11:01
278.467000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,0.062500,0.000000,0.946993,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,6,278375,T1-MX-1111-222333,11/01/2017 11:11:01
278.591000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.100000,0.100000,0.050000,0.000000,0.945606,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,4,278500,T1-MX-1111-222333,11/01/2017 11:11:01
278.716000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,0.037500,0.000000,0.944511,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,3,278625,T1-MX-1111-222333,11/01/2017 11:11:01
278.841000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,0.037500,0.000000,0.971856,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,3,278750,T1-MX-1111-222333,11/01/2017 11:11:01
278.969000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.200000,0.000000,-0.000000,0.000000,0.969850,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,3,278875,T1-MX-1111-222333,11/01/2017 11:11:01
279.094000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.100000,-0.200000,-0.012500,0.000000,0.987090,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,7,279000,T1-MX-1111-222333,11/01/2017 11:11:01
279.217000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.050000,0.000000,0.994489,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,6,279125,T1-MX-1111-222333,11/01/2017 11:11:01
279.341000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.200000,0.300000,-0.075000,0.000000,1.010819,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,3,279250,T1-MX-1111-222333,11/01/2017 11:11:01
279.467000,0.000000,0.000000,0.000000,10.000000,10.000000,0.100000,-0.100000,-0.062500,0.000000,1.015250,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,3,279375,T1-MX-1111-222333,11/01/2017 11:11:01
279.594000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.050000,0.000000,1.013131,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,3,279500,T1-MX-1111-222333,11/01/2017 11:11:01
279.718000,0.000000,0.000000,0.000000,10.000000,10.000000,0.100000,0.100000,-0.037500,0.000000,1.033037,-8735709.000000,0.000000,0.000000,-259803.000000,0.000000,6,279625,T1-MX-1111-222333,11/01/2017 11:11:01
279.842000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.100000,-0.200000,-0.050000,0.000000,1.023700,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,6,279750,T1-MX-1111-222333,11/01/2017 11:11:01
279.966000,0.000000,0.000000,0.000000,10.000000,10.000000,0.100000,0.100000,-0.012500,0.000000,1.028676,-8735709.000000,0.000000,0.000000,-259803.000000,0.000000,4,279875,T1-MX-1111-222333,11/01/2017 11:11:01
280.092000,0.000000,0.000000,0.038000,10.000000,10.000000,-0.200000,0.300000,-0.025000,0.000000,1.038856,-8735709.000000,0.000000,0.000000,-259803.000000,0.000000,3,280000,T1-MX-1111-222333,11/01/2017 11:11:01
280.216000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.100000,-0.200000,-0.037500,0.000000,1.027543,-8735709.000000,0.000000,0.000000,-259803.000000,0.000000,4,280125,T1-MX-1111-222333,11/01/2017 11:11:01
280.342000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.012500,0.000000,1.028722,-8735709.000000,0.000000,0.000000,-259803.000000,0.000000,3,280250,T1-MX-1111-222333,11/01/2017 11:11:01
280.469000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.200000,0.000000,-0.050000,0.000000,1.030237,-8735709.000000,0.000000,0.000000,-259803.000000,0.000000,4,280375,T1-MX-1111-222333,11/01/2017 11:11:01
280.591000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.100000,-0.200000,-0.062500,0.000000,1.044108,-8735709.000000,0.000000,0.000000,-259803.000000,0.000000,7,280500,T1-MX-1111-222333,11/01/2017 11:11:01
280.716000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.200000,0.000000,-0.100000,0.000000,1.049509,-8735709.000000,0.000000,0.000000,-259803.000000,0.000000,3,280625,T1-MX-1111-222333,11/01/2017 11:11:01
280.841000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.087500,0.000000,1.039351,-8735709.000000,0.000000,0.000000,-259803.000000,0.000000,3,280750,T1-MX-1111-222333,11/01/2017 11:11:01
280.968000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.100000,0.000000,1.051797,-8735709.000000,0.000000,0.000000,-259803.000000,0.000000,3,280875,T1-MX-1111-222333,11/01/2017 11:11:01
281.093000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.075000,0.000000,1.048166,-8735709.000000,0.000000,0.000000,-259803.000000,0.000000,4,281000,T1-MX-1111-222333,11/01/2017 11:11:01
281.218000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.062500,0.000000,1.069020,-8735709.000000,0.000000,0.000000,-259803.000000,0.000000,6,281125,T1-MX-1111-222333,11/01/2017 11:11:01
281.341000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.100000,-0.200000,-0.075000,0.000000,1.068932,-8735708.000000,0.000000,0.000000,-259803.000000,0.000000,6,281250,T1-MX-1111-222333,11/01/2017 11:11:01
281.466000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.050000,0.000000,1.065770,-8735708.000000,0.000000,0.000000,-259803.000000,0.000000,3,281375,T1-MX-1111-222333,11/01/2017 11:11:01
281.591000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.100000,-0.200000,-0.050000,0.000000,1.082561,-8735708.000000,0.000000,0.000000,-259803.000000,0.000000,3,281500,T1-MX-1111-222333,11/01/2017 11:11:01
281.719000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.100000,-0.200000,-0.037500,0.000000,1.085630,-8735708.000000,0.000000,0.000000,-259803.000000,0.000000,3,281625,T1-MX-1111-222333,11/01/2017 11:11:01
281.845000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.037500,0.000000,1.105491,-8735708.000000,0.000000,0.000000,-259803.000000,0.000000,6,281750,T1-MX-1111-222333,11/01/2017 11:11:01
281.967000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.037500,0.000000,1.093140,-8735708.000000,0.000000,0.000000,-259803.000000,0.000000,8,281875,T1-MX-1111-222333,11/01/2017 11:11:01
282.091000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.037500,0.000000,1.102582,-8735708.000000,0.000000,0.000000,-259803.000000,0.000000,4,282000,T1-MX-1111-222333,11/01/2017 11:11:01
282.216000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.037500,0.000000,1.115627,-8735708.000000,0.000000,0.000000,-259803.000000,0.000000,3,282125,T1-MX-1111-222333,11/01/2017 11:11:01
282.341000,0.000000,0.000000,0.000000,10.000000,10.000000,0.100000,0.200000,-0.012500,0.000000,1.113708,-8735708.000000,0.000000,0.000000,-259803.000000,0.000000,3,282250,T1-MX-1111-222333,11/01/2017 11:11:01
282.468000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.300000,-0.012500,0.000000,1.111315,-8735708.000000,0.000000,0.000000,-259803.000000,0.000000,3,282375,T1-MX-1111-222333,11/01/2017 11:11:01
282.594000,0.000000,0.000000,0.000000,10.000000,10.000000,0.200000,0.000000,0.025000,0.000000,1.100668,-8735708.000000,0.000000,0.000000,-259803.000000,0.000000,6,282500,T1-MX-1111-222333,11/01/2017 11:11:01
282.717000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.200000,0.000000,0.012500,0.000000,1.109148,-8735708.000000,0.000000,0.000000,-259803.000000,0.000000,6,282625,T1-MX-1111-222333,11/01/2017 11:11:01
282.841000,0.000000,0.000000,0.000000,10.000000,10.000000,0.100000,0.100000,0.025000,0.000000,1.097694,-8735708.000000,0.000000,0.000000,-259803.000000,0.000000,3,282750,T1-MX-1111-222333,11/01/2017 11:11:01
282.967000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.100000,0.100000,0.012500,0.000000,1.080679,-8735708.000000,0.000000,0.000000,-259803.000000,0.000000,3,282875,T1-MX-1111-222333,11/01/2017 11:11:01
283.092000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,0.012500,0.000000,1.077898,-8735709.000000,0.000000,0.000000,-259803.000000,0.000000,3,283000,T1-MX-1111-222333,11/01/2017 11:11:01
283.219000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,0.012500,0.000000,1.061420,-8735709.000000,0.000000,0.000000,-259803.000000,0.000000,4,283125,T1-MX-1111-222333,11/01/2017 11:11:01
283.342000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.100000,-0.200000,-0.012500,0.000000,1.065855,-8735709.000000,0.000000,0.000000,-259803.000000,0.000000,7,283250,T1-MX-1111-222333,11/01/2017 11:11:01
283.468000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.012500,0.000000,1.047023,-8735709.000000,0.000000,0.000000,-259803.000000,0.000000,4,283375,T1-MX-1111-222333,11/01/2017 11:11:01
283.591000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.100000,0.100000,-0.050000,0.000000,1.032314,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,5,283500,T1-MX-1111-222333,11/01/2017 11:11:01
283.716000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.025000,0.000000,1.031004,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,3,283625,T1-MX-1111-222333,11/01/2017 11:11:01
283.843000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.037500,0.000000,1.016960,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,3,283750,T1-MX-1111-222333,11/01/2017 11:11:01
283.968000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.025000,0.000000,1.010612,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,6,283875,T1-MX-1111-222333,11/01/2017 11:11:01
284.092000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.025000,0.000000,1.015798,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,6,284000,T1-MX-1111-222333,11/01/2017 11:11:01
284.216000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.025000,0.000000,1.018773,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,4,284125,T1-MX-1111-222333,11/01/2017 11:11:01
284.341000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.200000,0.000000,-0.037500,0.000000,0.995570,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,3,284250,T1-MX-1111-222333,11/01/2017 11:11:01
284.467000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.037500,0.000000,1.008434,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,3,284375,T1-MX-1111-222333,11/01/2017 11:11:01
284.597000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.100000,0.100000,-0.037500,0.000000,1.005991,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,3,284500,T1-MX-1111-222333,11/01/2017 11:11:01
284.718000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.100000,-0.200000,-0.050000,0.000000,0.999363,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,10,284625,T1-MX-1111-222333,11/01/2017 11:11:01
284.845000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.100000,-0.200000,-0.062500,0.000000,1.002223,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,5,284750,T1-MX-1111-222333,11/01/2017 11:11:01
284.966000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.062500,0.000000,0.978732,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,7,284875,T1-MX-1111-222333,11/01/2017 11:11:01
285.091000,0.000000,0.000000,0.038000,10.000000,10.000000,0.000000,0.000000,-0.062500,0.000000,0.983167,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,3,285000,T1-MX-1111-222333,11/01/2017 11:11:01
285.218000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.062500,0.000000,0.981145,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,3,285125,T1-MX-1111-222333,11/01/2017 11:11:01
285.344000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.037500,0.000000,0.954888,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,6,285250,T1-MX-1111-222333,11/01/2017 11:11:01
285.467000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.037500,0.000000,0.953311,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,7,285375,T1-MX-1111-222333,11/01/2017 11:11:01
285.591000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.300000,-0.200000,-0.062500,0.000000,0.940537,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,4,285500,T1-MX-1111-222333,11/01/2017 11:11:01
285.716000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.050000,0.000000,0.936249,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,3,285625,T1-MX-1111-222333,11/01/2017 11:11:01
285.841000,0.000000,0.000000,0.000000,10.000000,10.000000,0.200000,0.300000,-0.012500,0.000000,0.921689,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,3,285750,T1-MX-1111-222333,11/01/2017 11:11:01
285.969000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.200000,0.000000,-0.037500,0.000000,0.926168,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,3,285875,T1-MX-1111-222333,11/01/2017 11:11:01
286.093000,0.000000,0.000000,0.000000,10.000000,10.000000,0.100000,-0.100000,-0.025000,0.000000,0.934832,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,6,286000,T1-MX-1111-222333,11/01/2017 11:11:01
286.217000,0.000000,0.000000,0.000000,10.000000,10.000000,0.100000,0.200000,-0.012500,0.000000,0.918843,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,6,286125,T1-MX-1111-222333,11/01/2017 11:11:01
286.341000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.012500,0.000000,0.925312,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,4,286250,T1-MX-1111-222333,11/01/2017 11:11:01
286.467000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.012500,0.000000,0.907806,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,3,286375,T1-MX-1111-222333,11/01/2017 11:11:01
286.591000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,0.025000,0.000000,0.919004,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,3,286500,T1-MX-1111-222333,11/01/2017 11:11:01
286.719000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.100000,-0.200000,0.012500,0.000000,0.909430,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,3,286625,T1-MX-1111-222333,11/01/2017 11:11:01
286.842000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.200000,0.000000,-0.037500,0.000000,0.936610,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,7,286750,T1-MX-1111-222333,11/01/2017 11:11:01
286.967000,0.000000,0.000000,0.000000,10.000000,10.000000,0.100000,0.200000,0.000000,0.000000,0.953308,-8735711.000000,0.000000,0.000000,-259803.000000,0.000000,4,286875,T1-MX-1111-222333,11/01/2017 11:11:01
287.091000,0.000000,0.000000,0.000000,10.000000,10.000000,0.100000,0.200000,0.000000,0.000000,0.952931,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,3,287000,T1-MX-1111-222333,11/01/2017 11:11:01
287.216000,0.000000,0.000000,0.000000,10.000000,10.000000,0.300000,0.200000,0.025000,0.000000,0.975930,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,3,287125,T1-MX-1111-222333,11/01/2017 11:11:01
287.343000,0.000000,0.000000,0.000000,10.000000,10.000000,0.100000,-0.100000,0.037500,0.000000,0.957333,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,3,287250,T1-MX-1111-222333,11/01/2017 11:11:01
287.468000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,0.037500,0.000000,0.975289,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,6,287375,T1-MX-1111-222333,11/01/2017 11:11:01
287.592000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,0.037500,0.000000,0.991642,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,5,287500,T1-MX-1111-222333,11/01/2017 11:11:01
287.716000,0.000000,0.000000,-0.038000,10.000000,10.000000,0.000000,0.000000,0.050000,0.000000,0.996667,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,4,287625,T1-MX-1111-222333,11/01/2017 11:11:01
287.843000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.200000,0.000000,0.050000,0.000000,1.010236,-8735710.000000,0.000000,0.000000,-259803.000000,0.000000,3,287750,T1-MX-1111-222333,11/01/2017 11:11:01
287.966000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,0.037500,0.000000,0.998672,-8735709.000000,0.000000,0.000000,-259803.000000,0.000000,4,287875,T1-MX-1111-222333,11/01/2017 11:11:01
288.093000,0.000000,0.000000,0.000000,10.000000,10.000000,0.100000,-0.100000,0.037500,0.000000,1.015869,-8735709.000000,0.000000,0.000000,-259803.000000,0.000000,3,288000,T1-MX-1111-222333,11/01/2017 11:11:01
288.218000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,1.019514,-8735709.000000,0.000000,0.000000,-259803.000000,0.000000,6,288125,T1-MX-1111-222333,11/01/2017 11:11:01
288.341000,0.000000,0.000000,0.000000,10.000000,10.000000,0.100000,0.200000,0.000000,0.000000,1.022594,-8735709.000000,0.000000,0.000000,-259803.000000,0.000000,5,288250,T1-MX-1111-222333,11/01/2017 11:11:01
288.467000,0.000000,0.000000,0.000000,10.000000,10.000000,0.100000,-0.100000,0.012500,0.000000,1.029867,-8735709.000000,0.000000,0.000000,-259803.000000,0.000000,3,288375,T1-MX-1111-222333,11/01/2017 11:11:01
288.591000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,0.012500,0.000000,1.021551,-8735709.000000,0.000000,0.000000,-259803.000000,0.000000,3,288500,T1-MX-1111-222333,11/01/2017 11:11:01
288.718000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.300000,-0.200000,-0.025000,0.000000,1.036223,-8735709.000000,0.000000,0.000000,-259803.000000,0.000000,3,288625,T1-MX-1111-222333,11/01/2017 11:11:01
288.843000,0.000000,0.000000,0.000000,10.000000,10.000000,0.100000,0.100000,0.012500,0.000000,1.037663,-8735709.000000,0.000000,0.000000,-259803.000000,0.000000,5,288750,T1-MX-1111-222333,11/01/2017 11:11:01
288.972000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,0.012500,0.000000,1.039492,-8735709.000000,0.000000,0.000000,-259803.000000,0.000000,5,288875,T1-MX-1111-222333,11/01/2017 11:11:01
289.091000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.200000,0.000000,-0.025000,0.000000,1.042154,-8735709.000000,0.000000,0.000000,-259803.000000,0.000000,0,289000,T1-MX-1111-222333,11/01/2017 11:11:01
289.218000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.025000,0.000000,1.040734,-8735709.000000,0.000000,0.000000,-259803.000000,0.000000,3,289125,T1-MX-1111-222333,11/01/2017 11:11:01
289.341000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.037500,0.000000,1.037984,-8735709.000000,0.000000,0.000000,-259803.000000,0.000000,5,289250,T1-MX-1111-222333,11/01/2017 11:11:01
289.469000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.100000,-0.200000,-0.062500,0.000000,1.051550,-8735709.000000,0.000000,0.000000,-259803.000000,0.000000,3,289375,T1-MX-1111-222333,11/01/2017 11:11:01
289.594000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,-0.062500,0.000000,1.065541,-8735708.000000,0.000000,0.000000,-259803.000000,0.000000,7,289500,T1-MX-1111-222333,11/01/2017 11:11:01
289.716000,0.000000,0.000000,0.000000,10.000000,10.000000,0.100000,0.200000,-0.012500,0.000000,1.057081,-8735708.000000,0.000000,0.000000,-259803.000000,0.000000,6,289625,T1-MX-1111-222333,11/01/2017 11:11:01
289.841000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.300000,-0.025000,0.000000,1.077652,-8735708.000000,0.000000,0.000000,-259803.000000,0.000000,16,289750,T1-MX-1111-222333,11/01/2017 11:11:01
289.966000,0.000000,0.000000,0.000000,10.000000,10.000000,0.100000,0.100000,-0.012500,0.000000,1.082486,-8735708.000000,0.000000,0.000000,-259803.000000,0.000000,3,289875,T1-MX-1111-222333,11/01/2017 11:11:01
290.092000,0.000000,0.000000,0.000000,10.000000,10.000000,0.100000,-0.100000,0.025000,0.000000,1.085856,-8735708.000000,0.000000,0.000000,-259803.000000,0.000000,3,290000,T1-MX-1111-222333,11/01/2017 11:11:01
